date,day_of_data,day_of_week,direction_of_travel_name,fips_state_code,functional_classification_name,month_of_data,station_id,traffic_volume_counted_after_0000_to_0100,traffic_volume_counted_after_0100_to_0200,traffic_volume_counted_after_0200_to_0300,traffic_volume_counted_after_0300_to_0400,traffic_volume_counted_after_0400_to_0500,traffic_volume_counted_after_0500_to_0600,traffic_volume_counted_after_0600_to_0700,traffic_volume_counted_after_0700_to_0800,traffic_volume_counted_after_0800_to_0900,traffic_volume_counted_after_0900_to_1000,traffic_volume_counted_after_1000_to_1100,traffic_volume_counted_after_1100_to_1200,traffic_volume_counted_after_1200_to_1300,traffic_volume_counted_after_1300_to_1400,traffic_volume_counted_after_1400_to_1500,traffic_volume_counted_after_1500_to_1600,traffic_volume_counted_after_1600_to_1700,traffic_volume_counted_after_1700_to_1800,traffic_volume_counted_after_1800_to_1900,traffic_volume_counted_after_1900_to_2000,traffic_volume_counted_after_2000_to_2100,traffic_volume_counted_after_2100_to_2200,traffic_volume_counted_after_2200_to_2300,traffic_volume_counted_after_2300_to_2400,year_of_data,month_name_of_data,day_name_of_week,sum_of_traffic_on_this_date,state_names,state_names_full
7/10/15,10,6,North,16,Rural,7,61,41,17,18,16,22,60,94,137,182,172,174,185,186,192,226,211,217,194,161,124,95,106,75,45,15,July,Friday,2950,ID,Idaho
7/10/15,10,6,West,30,Rural,7,15,28,10,4,10,17,35,86,163,158,187,211,211,278,204,237,291,273,242,190,123,96,92,61,39,15,July,Friday,3246,MT,Montana
7/10/15,10,6,South,55,Rural,7,360002,10,3,10,7,27,38,91,153,178,177,273,350,328,345,384,362,413,371,209,148,107,104,65,28,15,July,Friday,4181,WI,Wisconsin
7/11/15,11,7,North,39,Rural,7,516,11,16,4,6,19,41,47,64,87,93,126,102,118,139,153,148,142,125,129,99,78,81,67,53,15,July,Saturday,1948,OH,Ohio
7/12/15,12,1,South,53,Urban,7,R051AA,251,194,158,156,213,295,392,499,817,1165,1249,1358,1496,1494,1397,1347,1395,1307,1202,1020,886,740,691,615,15,July,Sunday,20337,WA,Washington
7/12/15,12,1,North,24,Urban,7,0P0076,1077,756,699,363,204,243,517,948,1165,1525,1874,2452,2738,2698,2723,2681,3344,2588,2016,2034,1750,1361,1008,808,15,July,Sunday,37572,MD,Maryland
7/12/15,12,1,North,2,Urban,7,104,186,121,78,54,28,35,58,94,164,245,307,495,614,651,877,936,963,978,967,863,744,630,414,268,15,July,Sunday,10770,AK,Alaska
7/12/15,12,1,West,12,Rural,7,880139,1,1,4,0,1,1,5,7,19,26,32,47,43,41,63,46,43,48,52,46,22,15,16,6,15,July,Sunday,585,FL,Florida
7/12/15,12,1,North-South or Northeast-Southwest combined (ATR stations only),45,Rural,7,141,191,210,42,46,53,39,96,125,233,338,491,622,661,672,674,650,552,483,433,392,302,233,191,97,15,July,Sunday,7826,SC,South Carolina
7/12/15,12,1,South,12,Urban,7,930174,73,17,10,11,8,19,26,34,68,136,263,340,457,522,559,644,638,693,589,584,363,258,171,74,15,July,Sunday,6557,FL,Florida
7/12/15,12,1,South,28,Rural,7,170240,214,154,122,93,77,134,204,326,424,555,564,579,623,641,688,644,694,623,547,508,399,329,282,209,15,July,Sunday,9633,MS,Mississippi
7/13/15,13,2,South,12,Rural,7,500054,16,19,16,25,29,92,206,209,157,153,153,133,135,139,124,116,143,112,113,110,75,47,57,23,15,July,Monday,2402,FL,Florida
7/13/15,13,2,North,42,Rural,7,19,13,4,5,5,46,112,205,211,189,160,156,168,155,144,156,193,234,227,132,129,96,54,49,26,15,July,Monday,2869,PA,Pennsylvania
7/14/15,14,3,East-West or Southeast-Northwest combined (ATR stations only),45,Rural,7,60,54,33,43,32,90,291,592,617,609,586,535,554,528,613,596,651,648,649,489,305,229,197,146,86,15,July,Tuesday,9173,SC,South Carolina
7/14/15,14,3,East,21,Urban,7,056P94,54,26,10,16,82,323,697,1409,1448,885,650,668,792,744,854,1038,1686,1749,1010,554,264,230,156,116,15,July,Tuesday,15461,KY,Kentucky
7/15/15,15,4,North,49,Urban,7,408,65,40,42,32,48,101,176,223,229,226,271,312,323,316,340,355,384,461,361,339,280,268,173,122,15,July,Wednesday,5487,UT,Utah
7/15/15,15,4,North,19,Urban,7,820,10,10,6,5,16,38,83,111,76,74,83,112,96,108,102,108,107,113,90,88,48,37,19,17,15,July,Wednesday,1557,IA,Iowa
7/15/15,15,4,East,31,Urban,7,28,170,77,67,64,52,176,480,1069,1067,950,1068,1200,1381,1288,1293,1433,1595,1717,1132,907,727,582,410,253,15,July,Wednesday,19158,NE,Nebraska
7/15/15,15,4,North,24,Urban,7,0P0079,1050,716,589,617,1004,2761,5352,6379,5752,5141,4741,4757,4831,4748,5511,5873,5221,6199,5127,4137,3332,2690,2075,1446,15,July,Wednesday,90049,MD,Maryland
7/15/15,15,4,East,44,Urban,7,230003,33,7,4,3,10,46,200,358,387,323,323,325,304,291,304,438,385,413,314,147,123,94,58,34,15,July,Wednesday,4924,RI,Rhode Island
7/16/15,16,5,South,24,Rural,7,0P0058,42,12,11,34,51,105,195,251,292,272,331,335,344,352,376,496,552,605,401,290,277,236,170,68,15,July,Thursday,6098,MD,Maryland
7/16/15,16,5,West,12,Urban,7,110177,48,10,11,17,30,82,268,525,507,416,477,461,508,499,479,493,515,518,357,260,243,193,102,51,15,July,Thursday,7070,FL,Florida
7/16/15,16,5,South,55,Rural,7,420204,25,23,34,35,95,160,211,227,263,282,325,323,348,354,380,361,437,326,207,162,126,88,65,44,15,July,Thursday,4901,WI,Wisconsin
7/16/15,16,5,South,40,Urban,7,AVC013,9,10,4,8,23,88,176,281,189,155,173,176,221,191,182,234,290,311,219,133,101,74,57,27,15,July,Thursday,3332,OK,Oklahoma
7/16/15,16,5,East,15,Urban,7,SL15LF,205,112,95,153,425,999,1485,1546,1508,1483,1470,1466,1494,1418,1550,1539,1371,1016,1265,1062,900,796,607,371,15,July,Thursday,24336,HI,Hawaii
7/16/15,16,5,South,19,Urban,7,703,133,77,89,78,161,427,1023,1659,1369,923,915,1008,1130,1122,1158,1220,1336,1388,1114,772,579,486,381,223,15,July,Thursday,18771,IA,Iowa
7/16/15,16,5,East,41,Rural,7,34007,38,21,25,45,164,443,900,895,789,719,737,884,784,888,789,821,783,726,744,621,512,323,207,119,15,July,Thursday,12977,OR,Oregon
7/16/15,16,5,West,31,Rural,7,20,210,141,128,126,122,185,257,442,537,669,734,813,736,755,769,760,732,730,645,539,428,377,292,197,15,July,Thursday,11324,NE,Nebraska
7/16/15,16,5,East,51,Rural,7,130018,7,1,0,0,4,6,31,56,71,70,70,102,122,111,90,99,144,107,67,42,21,19,18,8,15,July,Thursday,1266,VA,Virginia
7/17/15,17,6,South,32,Urban,7,35360,105,105,85,142,155,179,231,267,314,373,409,414,388,348,298,278,275,248,213,191,165,144,119,122,15,July,Friday,5568,NV,Nevada
7/17/15,17,6,North,55,Rural,7,130006,288,240,211,237,327,562,753,836,863,917,952,1005,1020,913,1089,1119,1043,988,907,801,714,619,473,374,15,July,Friday,17251,WI,Wisconsin
7/17/15,17,6,East,36,Urban,7,4483,15,5,7,4,10,35,88,124,133,162,208,196,243,234,274,283,310,234,214,159,114,100,54,47,15,July,Friday,3253,NY,New York
7/17/15,17,6,South,51,Rural,7,80132,43,25,32,38,67,178,267,305,250,337,411,379,457,439,440,446,507,402,295,281,199,142,116,90,15,July,Friday,6146,VA,Virginia
7/18/15,18,7,South,55,Urban,7,440165,166,106,90,99,156,207,293,396,604,692,860,866,809,790,779,705,721,639,563,601,735,588,679,665,15,July,Saturday,12809,WI,Wisconsin
7/18/15,18,7,North,26,Urban,7,828440,567,427,290,218,219,321,565,837,1043,1269,1380,1562,1723,1812,1822,1845,1675,1559,1376,1370,1302,1132,1055,779,15,July,Saturday,26148,MI,Michigan
7/18/15,18,7,East,26,Rural,7,752199,10,7,2,4,11,12,27,42,77,137,207,198,155,162,153,163,133,107,84,80,64,47,43,33,15,July,Saturday,1958,MI,Michigan
7/18/15,18,7,South,56,Rural,7,173,5,6,2,2,2,4,11,21,25,23,31,34,27,38,38,43,30,39,48,39,29,27,16,7,15,July,Saturday,547,WY,Wyoming
7/19/15,19,1,South,1,Urban,7,138,131,70,59,22,35,69,117,243,367,577,785,853,932,974,979,932,827,807,677,521,380,336,231,143,15,July,Sunday,11067,AL,Alabama
7/19/15,19,1,South,32,Rural,7,312380,57,30,33,22,26,37,130,155,238,290,311,333,349,314,332,322,327,299,237,182,119,109,66,34,15,July,Sunday,4352,NV,Nevada
7/19/15,19,1,North,21,Urban: Collector,7,059P49,170,85,71,44,22,27,45,71,93,200,274,348,488,381,375,391,407,372,380,339,302,256,174,106,15,July,Sunday,5421,KY,Kentucky
7/19/15,19,1,North,12,Urban,7,939952,233,160,118,89,98,176,222,303,423,562,652,729,731,819,748,791,746,705,622,590,478,406,298,226,15,July,Sunday,10925,FL,Florida
7/19/15,19,1,South,6,Urban,7,49000,1245,712,394,298,327,545,976,1415,2361,3267,4660,5286,5488,5444,4947,4800,4744,4360,4070,3555,3148,2889,1792,1006,15,July,Sunday,67729,CA,California
7/20/15,20,2,East,30,Rural,7,137,9,7,6,6,2,3,9,8,20,21,41,77,135,85,94,106,107,72,64,46,66,36,29,10,15,July,Monday,1059,MT,Montana
7/20/15,20,2,West,36,Rural,7,5280,7,2,2,1,4,11,36,47,54,63,79,91,73,62,83,61,68,56,42,26,23,15,4,4,15,July,Monday,914,NY,New York
7/20/15,20,2,North,49,Rural,7,605,36,19,6,2,16,57,144,280,452,485,486,648,595,605,574,634,677,766,587,412,334,288,169,111,15,July,Monday,8383,UT,Utah
7/20/15,20,2,South,40,Urban,7,AVC068,202,116,97,121,220,599,1049,1607,1355,1148,1088,1187,1199,1218,1404,1607,1651,1460,975,712,629,539,380,271,15,July,Monday,20834,OK,Oklahoma
7/20/15,20,2,East,13,Rural,7,125,264,199,181,180,179,246,304,359,434,508,568,540,601,563,564,562,540,545,517,456,424,354,289,274,15,July,Monday,9651,GA,Georgia
7/20/15,20,2,East,39,Rural,7,162,8,5,7,7,17,33,60,74,74,84,100,84,98,80,99,110,130,128,96,62,47,32,17,22,15,July,Monday,1474,OH,Ohio
7/21/15,21,3,South,5,Rural,7,230001,19,13,9,5,23,60,83,120,113,125,126,111,141,123,137,182,227,136,91,63,43,67,28,24,15,July,Tuesday,2069,AR,Arkansas
7/21/15,21,3,South,1,Urban,7,162,147,91,83,90,129,276,480,580,576,552,527,598,707,691,712,800,996,882,610,467,387,345,276,195,15,July,Tuesday,11197,AL,Alabama
7/21/15,21,3,South,55,Urban,7,670010,110,70,50,77,146,338,600,655,623,575,558,634,647,725,855,1019,1180,1121,865,655,590,540,529,333,15,July,Tuesday,13495,WI,Wisconsin
7/21/15,21,3,East,39,Urban,7,628,128,87,64,43,65,144,320,639,740,643,690,608,792,764,755,966,1051,1130,923,658,502,427,305,228,15,July,Tuesday,12672,OH,Ohio
7/21/15,21,3,East,48,Rural,7,285,9,4,3,5,8,8,18,41,93,88,107,118,147,127,152,156,125,123,84,67,48,45,19,13,15,July,Tuesday,1608,TX,Texas
7/21/15,21,3,East,13,Urban,7,331,168,96,48,57,166,466,822,1072,970,934,941,1127,1232,1273,1763,1953,2132,2047,2005,1426,1040,795,671,379,15,July,Tuesday,23583,GA,Georgia
7/22/15,22,4,West,12,Rural,7,50272,7,10,8,8,12,48,53,112,104,85,79,74,85,99,100,100,123,106,67,45,26,31,27,19,15,July,Wednesday,1428,FL,Florida
7/22/15,22,4,North,39,Urban,7,123,16,14,8,9,12,31,82,193,173,229,188,284,325,269,295,400,517,406,231,223,190,133,83,57,15,July,Wednesday,4368,OH,Ohio
7/22/15,22,4,North,26,Urban,7,829799,267,189,174,204,314,642,1068,1097,966,756,878,753,736,799,827,836,843,981,802,639,597,552,452,340,15,July,Wednesday,15712,MI,Michigan
7/22/15,22,4,North,51,Urban,7,140121,74,37,20,39,66,152,364,759,891,717,793,872,994,1056,1108,1066,1423,1572,918,677,539,436,235,152,15,July,Wednesday,14960,VA,Virginia
7/22/15,22,4,North,42,Rural,7,360,4,1,7,14,28,65,122,169,128,103,103,80,88,80,81,90,91,81,52,45,30,45,19,7,15,July,Wednesday,1533,PA,Pennsylvania
7/22/15,22,4,North,36,Urban,7,582,0,0,0,0,0,0,0,0,0,0,1000,1051,936,985,1101,1187,1111,1247,1093,1011,910,855,717,635,15,July,Wednesday,13839,NY,New York
7/22/15,22,4,South,47,Urban,7,5,64,47,32,45,92,191,322,332,341,348,353,355,419,390,456,525,617,508,358,266,247,184,120,72,15,July,Wednesday,6684,TN,Tennessee
7/22/15,22,4,Southeast,16,Rural,7,19,4,5,2,19,18,30,47,66,65,73,82,68,81,99,112,93,136,112,64,50,34,28,21,7,15,July,Wednesday,1316,ID,Idaho
7/23/15,23,5,South,48,Rural,7,267,197,175,179,204,222,311,408,473,523,522,562,535,521,527,577,543,603,637,510,496,440,339,341,295,15,July,Thursday,10140,TX,Texas
7/24/15,24,6,East,51,Rural,7,80190,218,160,191,305,660,827,881,854,838,904,959,1056,1185,1176,1207,1309,1235,1164,1148,1037,792,632,485,322,15,July,Friday,19545,VA,Virginia
7/24/15,24,6,West,22,Urban,7,84,122,84,100,116,185,384,540,580,794,1030,1186,1271,1352,1337,1294,1332,1363,1391,1091,773,558,463,446,234,15,July,Friday,18026,LA,Louisiana
7/24/15,24,6,West,17,Urban,7,3270,53,38,15,15,25,84,197,427,538,469,535,671,676,590,677,676,797,670,502,418,332,250,198,123,15,July,Friday,8976,IL,Illinois
7/24/15,24,6,West,12,Urban,7,870137,237,151,128,142,217,503,980,1038,855,1000,1060,1060,1078,1113,1170,1116,1205,1294,1087,1041,835,760,615,498,15,July,Friday,19183,FL,Florida
7/25/15,25,7,South,44,Urban,7,8148,1168,781,738,425,279,395,715,1202,1486,1819,2193,2401,2691,2508,2700,2673,2746,2564,2257,2140,2060,2156,1873,1590,15,July,Saturday,41560,RI,Rhode Island
7/25/15,25,7,West,56,Rural,7,62,14,3,5,4,10,36,39,55,113,131,135,167,130,123,115,104,75,78,62,51,42,34,19,8,15,July,Saturday,1553,WY,Wyoming
7/25/15,25,7,South,10,Urban,7,8021,55,27,25,18,67,67,60,115,122,203,240,286,347,301,340,316,292,291,313,294,196,145,119,89,15,July,Saturday,4328,DE,Delaware
7/25/15,25,7,North,5,Rural,7,220024,27,21,9,6,4,23,21,37,60,57,76,87,64,78,63,63,79,78,74,69,46,33,25,16,15,July,Saturday,1116,AR,Arkansas
7/25/15,25,7,East,6,Urban,7,100220,190,130,78,83,88,164,239,391,457,574,664,707,730,752,765,716,890,932,896,871,821,726,643,416,15,July,Saturday,12923,CA,California
7/25/15,25,7,East,1,Urban,7,716,29,16,14,8,17,27,81,137,195,253,282,372,403,343,384,316,230,218,196,152,129,99,86,56,15,July,Saturday,4043,AL,Alabama
7/26/15,26,1,South,36,Urban,7,7111,4,2,2,0,5,6,29,26,41,84,100,127,132,114,188,207,103,73,44,40,22,6,3,5,15,July,Sunday,1363,NY,New York
7/27/15,27,2,East-West or Southeast-Northwest combined (ATR stations only),50,Urban,7,00B041,35,13,17,7,25,100,161,277,320,258,343,339,345,358,422,417,407,347,254,184,122,84,70,54,15,July,Monday,4959,VT,Vermont
7/27/15,27,2,South,51,Urban,7,90337,432,205,192,323,773,2438,4768,5827,5044,4525,3138,2988,3267,3407,3612,3834,3664,3538,3093,2620,2295,1966,1197,789,15,July,Monday,63935,VA,Virginia
7/27/15,27,2,West,39,Urban,7,750,41,29,17,9,15,27,71,122,177,227,326,416,439,384,431,506,526,363,327,240,190,162,117,62,15,July,Monday,5224,OH,Ohio
7/28/15,28,3,West,48,Urban: Collector,7,284,44,22,21,11,38,148,927,1045,719,467,361,370,403,432,505,660,808,856,546,325,162,154,113,48,15,July,Tuesday,9185,TX,Texas
7/28/15,28,3,South,24,Urban,7,0P0032,726,564,571,897,2209,5239,6939,6765,6150,6103,5452,5286,5608,5800,6043,6264,6434,5101,5687,4161,3287,2963,2134,1460,15,July,Tuesday,101843,MD,Maryland
7/28/15,28,3,East,13,Urban,7,299,4,10,7,23,59,364,1225,1722,1332,854,785,781,778,708,768,1176,968,983,484,1,0,0,2,1,15,July,Tuesday,13035,GA,Georgia
7/29/15,29,4,East,51,Rural,7,110048,4,1,3,3,5,7,13,11,22,22,27,31,31,25,31,55,60,53,40,34,19,16,6,4,15,July,Wednesday,523,VA,Virginia
7/29/15,29,4,West,29,Rural,7,2043,0,2,6,7,4,11,22,23,29,28,43,37,38,47,44,45,37,41,24,27,21,17,3,4,15,July,Wednesday,560,MO,Missouri
7/29/15,29,4,South,49,Urban,7,329,39,18,14,16,23,43,100,216,297,270,278,298,339,370,377,393,390,384,288,244,220,215,141,51,15,July,Wednesday,5024,UT,Utah
7/29/15,29,4,North,39,Urban,7,609,70,53,50,48,115,270,367,541,484,446,411,390,387,422,454,489,569,539,418,327,285,242,158,112,15,July,Wednesday,7647,OH,Ohio
7/29/15,29,4,North,20,Rural,7,CTH9G5,30,22,15,19,23,58,94,127,174,223,229,203,216,214,232,250,242,233,157,185,157,143,139,44,15,July,Wednesday,3429,KS,Kansas
7/29/15,29,4,East,6,Rural,7,34580,72,78,86,91,136,181,181,214,240,240,292,271,292,291,276,294,284,249,213,168,155,132,85,101,15,July,Wednesday,4622,CA,California
7/30/15,30,5,West,51,Urban,7,636129,111,66,37,22,35,125,267,578,545,503,573,648,670,672,789,927,1367,1878,888,663,557,400,297,185,15,July,Thursday,12803,VA,Virginia
7/31/15,31,6,North,55,Urban,7,406515,89,40,27,22,36,110,256,503,581,593,672,882,959,809,868,952,1074,993,745,582,489,415,338,219,15,July,Friday,12254,WI,Wisconsin
7/31/15,31,6,East,4,Rural,7,100064,375,316,227,252,237,297,316,433,511,606,674,592,756,818,904,861,722,711,646,573,541,507,507,475,15,July,Friday,12857,AZ,Arizona
8/1/15,1,7,South,23,Rural,8,59715,13,9,3,13,23,46,82,101,202,254,311,320,285,293,290,284,238,214,177,143,110,84,41,27,15,August,Saturday,3563,ME,Maine
8/1/15,1,7,North,27,Rural,8,223,28,18,11,12,18,27,60,102,147,193,232,269,295,300,339,316,240,241,177,145,115,86,73,48,15,August,Saturday,3492,MN,Minnesota
8/1/15,1,7,South,36,Rural,8,1512,22,7,7,4,14,55,135,180,302,556,839,910,677,565,611,528,556,530,545,435,351,304,139,51,15,August,Saturday,8323,NY,New York
8/1/15,1,7,West,56,Rural,8,00010W,1,1,1,0,0,1,4,13,11,26,14,18,16,6,7,6,10,8,8,6,1,4,1,2,15,August,Saturday,165,WY,Wyoming
8/1/15,1,7,West,15,Urban,8,45,65,35,17,41,60,170,332,593,901,962,1005,859,788,782,792,723,806,856,669,436,349,313,205,119,15,August,Saturday,11878,HI,Hawaii
8/1/15,1,7,South,51,Urban,8,150096,113,74,49,32,33,55,123,170,279,400,472,511,582,547,571,598,572,475,420,410,338,310,253,170,15,August,Saturday,7557,VA,Virginia
8/2/15,2,1,North,51,Urban,8,150105,193,154,115,76,82,137,238,332,488,602,797,777,807,900,949,929,774,774,676,621,496,324,251,170,15,August,Sunday,11662,VA,Virginia
8/2/15,2,1,East,12,Urban,8,750038,59,47,39,32,39,52,77,119,152,239,231,274,322,310,318,286,274,261,249,206,164,149,112,72,15,August,Sunday,4083,FL,Florida
8/2/15,2,1,East,6,Urban,8,70540,6581,4583,2450,1563,1122,1301,2174,3178,4141,5455,6813,7526,8300,7924,7611,7504,8022,7697,7493,7047,7126,6726,6509,6152,15,August,Sunday,134998,CA,California
8/2/15,2,1,West,4,Rural,8,102199,0,1,0,0,0,4,4,5,6,17,16,13,25,19,22,10,14,14,12,4,6,4,1,1,15,August,Sunday,198,AZ,Arizona
8/2/15,2,1,North,16,Rural,8,61,5,4,3,0,1,0,3,5,18,25,41,32,51,55,56,49,29,24,22,19,8,10,8,1,15,August,Sunday,469,ID,Idaho
8/3/15,3,2,North,12,Rural,8,280018,64,63,36,56,80,162,245,311,316,357,372,415,455,481,446,485,491,547,361,250,179,139,114,107,15,August,Monday,6532,FL,Florida
8/3/15,3,2,West,37,Urban: Collector,8,0A3501,9,2,1,2,5,20,38,46,50,36,39,59,60,81,70,72,114,119,127,79,69,59,21,16,15,August,Monday,1194,NC,North Carolina
8/3/15,3,2,East,48,Rural,8,145,329,264,251,221,308,553,782,886,863,1055,1132,1228,1128,1223,1258,1114,1205,1508,1270,971,776,633,542,515,15,August,Monday,20015,TX,Texas
8/3/15,3,2,East,28,Urban,8,610570,93,61,63,78,123,259,630,980,775,691,796,869,995,906,1053,1100,1527,1563,842,669,518,404,310,199,15,August,Monday,15504,MS,Mississippi
8/4/15,4,3,Southwest,16,Rural,8,144,9,6,4,10,8,18,47,97,116,107,128,156,143,145,150,121,140,104,96,70,60,62,31,14,15,August,Tuesday,1842,ID,Idaho
8/4/15,4,3,West,56,Rural,8,00115E,8,5,3,7,10,3,16,47,85,133,141,133,98,105,94,63,51,49,54,41,20,32,15,15,15,August,Tuesday,1228,WY,Wyoming
8/4/15,4,3,South,55,Rural,8,360002,7,11,8,10,16,48,115,203,188,202,204,264,290,278,304,328,335,272,168,92,81,67,29,17,15,August,Tuesday,3537,WI,Wisconsin
8/4/15,4,3,West,12,Rural,8,920065,15,4,3,7,18,44,73,105,123,84,86,119,134,84,85,87,116,123,84,47,40,45,20,15,15,August,Tuesday,1561,FL,Florida
8/4/15,4,3,North,56,Rural,8,32,6,1,4,3,19,33,126,198,135,114,76,115,118,191,204,93,86,94,54,53,35,18,7,10,15,August,Tuesday,1793,WY,Wyoming
8/5/15,5,4,North,10,Urban,8,8022,38,26,16,50,186,217,460,590,457,443,478,505,519,490,588,613,761,793,530,448,380,243,127,82,15,August,Wednesday,9040,DE,Delaware
8/5/15,5,4,North,26,Urban,8,638459,365,193,135,132,333,819,1858,3508,3602,2507,2126,2432,2617,2618,2588,3225,3839,3907,2815,1904,1628,1285,920,608,15,August,Wednesday,45964,MI,Michigan
8/5/15,5,4,North,6,Rural,8,23090,97,95,79,85,125,190,282,317,412,451,460,505,509,504,497,491,452,421,345,295,230,200,175,141,15,August,Wednesday,7358,CA,California
8/5/15,5,4,North,8,Rural,8,314,9,4,2,3,16,67,196,324,253,211,183,201,190,192,190,226,244,243,153,64,43,29,16,11,15,August,Wednesday,3070,CO,Colorado
8/5/15,5,4,East,36,Urban,8,586,471,168,120,110,172,407,996,1434,1623,1331,914,982,756,1241,1443,1596,1599,1636,1742,1414,1355,1090,761,561,15,August,Wednesday,23922,NY,New York
8/5/15,5,4,North-South or Northeast-Southwest combined (ATR stations only),45,Urban,8,145,172,87,70,104,139,321,983,1959,1816,1232,1103,1196,1191,1174,1230,1424,1604,2206,1340,809,670,483,455,247,15,August,Wednesday,22015,SC,South Carolina
8/5/15,5,4,West,28,Rural,8,670400,12,3,2,12,18,45,53,85,66,76,75,79,100,95,79,124,105,106,88,55,41,24,20,10,15,August,Wednesday,1373,MS,Mississippi
8/6/15,6,5,North,51,Urban,8,40304,1066,660,554,558,770,1521,3492,4510,3276,4466,4342,4528,5117,4969,5123,5717,6420,5979,4780,3765,3019,2909,2106,1611,15,August,Thursday,81258,VA,Virginia
8/6/15,6,5,North,22,Rural,8,33,1,0,4,6,6,10,31,36,44,33,40,39,57,72,55,59,68,41,34,20,19,12,6,7,15,August,Thursday,700,LA,Louisiana
8/6/15,6,5,North,32,Rural,8,35350,146,108,114,111,131,178,296,368,421,496,506,523,499,438,490,425,465,419,384,288,257,243,205,196,15,August,Thursday,7707,NV,Nevada
8/6/15,6,5,North,39,Urban,8,755,133,95,91,125,220,447,708,866,773,719,706,739,746,760,814,816,871,859,694,566,468,343,318,213,15,August,Thursday,13090,OH,Ohio
8/6/15,6,5,South,28,Rural,8,430260,116,105,120,120,143,171,287,370,347,364,408,385,426,441,466,516,449,448,393,302,244,204,158,117,15,August,Thursday,7100,MS,Mississippi
8/7/15,7,6,East,36,Urban,8,4483,21,9,15,6,33,72,164,237,239,311,368,408,460,415,433,451,483,463,363,312,226,222,149,98,15,August,Friday,5958,NY,New York
8/7/15,7,6,North,6,Urban,8,11070,109,65,64,83,119,345,539,1040,1044,1055,1238,1318,1353,1531,1487,1666,2010,1805,1215,802,732,584,383,235,15,August,Friday,20822,CA,California
8/7/15,7,6,East,40,Rural,8,AVC032,41,24,20,14,33,45,162,305,263,293,301,306,291,305,332,320,353,377,302,249,187,185,157,88,15,August,Friday,4953,OK,Oklahoma
8/8/15,8,7,South,53,Rural,8,R114AA,4,1,0,1,0,1,4,12,10,12,27,23,29,20,23,21,24,22,18,16,8,7,7,5,15,August,Saturday,295,WA,Washington
8/8/15,8,7,South,25,Urban,8,50202,118,82,69,59,76,236,441,548,652,781,973,1065,1121,1100,1041,1020,906,816,707,609,581,539,1790,1007,15,August,Saturday,16337,MA,Massachusetts
8/8/15,8,7,West,30,Rural,8,132,13,9,4,8,4,9,19,36,81,117,133,144,193,129,144,162,163,149,129,117,99,81,66,26,15,August,Saturday,2035,MT,Montana
8/9/15,9,1,North,29,Rural,8,4411,38,24,17,14,27,27,52,96,162,241,296,360,376,376,349,368,338,278,251,220,175,85,67,39,15,August,Sunday,4276,MO,Missouri
8/10/15,10,2,East-West or Southeast-Northwest combined (ATR stations only),50,Rural,8,00G005,42,30,17,26,70,178,568,697,621,672,702,706,687,724,787,863,913,942,692,427,341,177,121,57,15,August,Monday,11060,VT,Vermont
8/10/15,10,2,West,1,Urban,8,718,77,55,64,64,85,171,384,520,463,496,478,541,489,483,522,642,826,672,407,302,276,222,170,122,15,August,Monday,8531,AL,Alabama
8/10/15,10,2,North,10,Rural,8,8037,98,56,33,48,178,491,1068,1135,923,926,1129,1171,1304,1326,1260,1402,1374,1178,822,623,455,291,174,89,15,August,Monday,17554,DE,Delaware
8/10/15,10,2,North,13,Urban,8,12,238,125,91,155,237,720,1264,1606,1514,1338,1326,1465,1457,1419,1405,1620,1767,1785,1555,1193,916,791,502,365,15,August,Monday,24854,GA,Georgia
8/10/15,10,2,South,32,Urban,8,35360,221,203,188,274,400,445,561,631,799,1012,1159,1215,1045,888,758,684,578,464,414,333,321,248,184,137,15,August,Monday,13162,NV,Nevada
8/10/15,10,2,North,29,Rural,8,5011,58,43,38,60,117,305,719,947,772,646,587,566,602,543,575,596,721,772,557,383,275,216,141,97,15,August,Monday,10336,MO,Missouri
8/11/15,11,3,South,12,Urban,8,930217,120,82,60,99,209,475,1060,1692,1412,1021,870,844,951,843,875,934,897,960,656,529,419,360,251,214,15,August,Tuesday,15833,FL,Florida
8/11/15,11,3,West,28,Urban,8,250921,9,3,6,4,13,22,13,71,32,32,39,30,52,41,36,50,45,32,20,32,16,3,10,8,15,August,Tuesday,619,MS,Mississippi
8/11/15,11,3,North,4,Rural,8,100375,102,103,74,76,158,306,488,722,738,854,998,754,671,626,962,776,731,579,499,371,329,261,196,134,15,August,Tuesday,11508,AZ,Arizona
8/11/15,11,3,North,2,Urban,8,504,25,16,6,14,84,158,239,340,269,191,208,272,339,305,336,387,451,460,320,269,213,179,116,40,15,August,Tuesday,5237,AK,Alaska
8/12/15,12,4,East,8,Urban,8,214,46,20,25,28,95,449,1452,1390,1034,822,718,775,788,779,788,895,893,902,680,500,434,340,207,115,15,August,Wednesday,14175,CO,Colorado
8/12/15,12,4,West,29,Urban,8,1984,7,7,1,6,22,106,222,241,126,108,167,195,216,180,236,297,311,295,159,99,72,68,31,30,15,August,Wednesday,3202,MO,Missouri
8/12/15,12,4,North,41,Rural,8,2005,2,3,2,11,14,10,16,29,28,30,27,51,33,45,29,32,74,82,43,23,22,17,8,3,15,August,Wednesday,634,OR,Oregon
